"Datasheets","Image","Digi-Key Part Number","Manufacturer Part Number","Manufacturer","Description","Quantity Available","Factory Stock","Unit Price (USD)","@ qty","Minimum Quantity","Packaging","Series","Capacitance","Voltage - Rated","Tolerance","Temperature Coefficient","Mounting Type","Operating Temperature","Applications","Ratings","Package / Case","Size / Dimension","Height - Seated (Max)","Thickness (Max)","Lead Spacing","Features"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C3R3CA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1412-1-ND","CL03C3R3CA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 3.3PF 25V NP0 0201",19925,0,"0.10000",1,1,"Cut Tape (CT)","CL","3.3pF","25V","±0.25pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C4R7CA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1422-1-ND","CL03C4R7CA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 4.7PF 25V NP0 0201",19925,0,"0.10000",1,1,"Cut Tape (CT)","CL","4.7pF","25V","±0.25pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C030CB3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1367-1-ND","CL03C030CB3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 3PF 50V NP0 0201",19900,0,"0.10000",1,1,"Cut Tape (CT)","CL","3.0pF","50V","±0.25pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C130JA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1389-1-ND","CL03C130JA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 13PF 25V 5% NP0 0201",19900,0,"0.10000",1,1,"Cut Tape (CT)","CL","13pF","25V","±5%","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C4R3CA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1420-1-ND","CL03C4R3CA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 4.3PF 25V NP0 0201",19900,0,"0.10000",1,1,"Cut Tape (CT)","CL","4.3pF","25V","±0.25pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C7R5CA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1433-1-ND","CL03C7R5CA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 7.5PF 25V NP0 0201",19900,0,"0.10000",1,1,"Cut Tape (CT)","CL","7.5pF","25V","±0.25pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C820JA3ANNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1434-1-ND","CL03C820JA3ANNC","Samsung Electro-Mechanics America, Inc","CAP CER 82PF 25V 5% NP0 0201",19900,0,"0.10000",1,1,"Cut Tape (CT)","CL","82pF","25V","±5%","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C6R2BA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1429-1-ND","CL03C6R2BA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 6.2PF 25V NP0 0201",19850,0,"0.10000",1,1,"Cut Tape (CT)","CL","6.2pF","25V","±0.1pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03B682KQ3NNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1359-1-ND","CL03B682KQ3NNNC","Samsung Electro-Mechanics America, Inc","CAP CER 6800PF 6.3V 10% X7R 0201",19800,0,"0.10000",1,1,"Cut Tape (CT)","CL","6800pF","6.3V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C1R2CA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1393-1-ND","CL03C1R2CA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 1.2PF 25V NP0 0201",19798,0,"0.10000",1,1,"Cut Tape (CT)","CL","1.2pF","25V","±0.25pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03B821KO3NNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1360-1-ND","CL03B821KO3NNNC","Samsung Electro-Mechanics America, Inc","CAP CER 820PF 16V 10% X7R 0201",19755,0,"0.10000",1,1,"Cut Tape (CT)","CL","820pF","16V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C020CA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1364-1-ND","CL03C020CA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 2PF 25V NP0 0201",19750,0,"0.10000",1,1,"Cut Tape (CT)","CL","2.0pF","25V","±0.25pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C560JA3ANNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1423-1-ND","CL03C560JA3ANNC","Samsung Electro-Mechanics America, Inc","CAP CER 56PF 25V 5% NP0 0201",19750,0,"0.10000",1,1,"Cut Tape (CT)","CL","56pF","25V","±5%","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C5R6CA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1427-1-ND","CL03C5R6CA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 5.6PF 25V NP0 0201",19750,0,"0.10000",1,1,"Cut Tape (CT)","CL","5.6pF","25V","±0.25pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C150JA3ANNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1390-1-ND","CL03C150JA3ANNC","Samsung Electro-Mechanics America, Inc","CAP CER 15PF 25V 5% NP0 0201",19730,0,"0.10000",1,1,"Cut Tape (CT)","CL","15pF","25V","±5%","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C2R4CA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1406-1-ND","CL03C2R4CA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 2.4PF 25V NP0 0201",19700,0,"0.10000",1,1,"Cut Tape (CT)","CL","2.4pF","25V","±0.25pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C5R1CA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1425-1-ND","CL03C5R1CA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 5.1PF 25V NP0 0201",19700,0,"0.10000",1,1,"Cut Tape (CT)","CL","5.1pF","25V","±0.25pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C101JA3ANNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1385-1-ND","CL03C101JA3ANNC","Samsung Electro-Mechanics America, Inc","CAP CER 100PF 25V 5% NP0 0201",19650,0,"0.10000",1,1,"Cut Tape (CT)","CL","100pF","25V","±5%","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C7R5BA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1432-1-ND","CL03C7R5BA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 7.5PF 25V NP0 0201",19650,0,"0.10000",1,1,"Cut Tape (CT)","CL","7.5pF","25V","±0.1pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03B472KQ3NNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1356-1-ND","CL03B472KQ3NNNC","Samsung Electro-Mechanics America, Inc","CAP CER 4700PF 6.3V 10% X7R 0201",19620,0,"0.10000",1,1,"Cut Tape (CT)","CL","4700pF","6.3V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C4R3BA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1419-1-ND","CL03C4R3BA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 4.3PF 25V NP0 0201",19600,0,"0.10000",1,1,"Cut Tape (CT)","CL","4.3pF","25V","±0.1pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03B332KP3NNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1353-1-ND","CL03B332KP3NNNC","Samsung Electro-Mechanics America, Inc","CAP CER 3300PF 10V 10% X7R 0201",19592,0,"0.10000",1,1,"Cut Tape (CT)","CL","3300pF","10V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C180JA3ANNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1391-1-ND","CL03C180JA3ANNC","Samsung Electro-Mechanics America, Inc","CAP CER 18PF 25V 5% NP0 0201",19565,0,"0.10000",1,1,"Cut Tape (CT)","CL","18pF","25V","±5%","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C0R7BA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1379-1-ND","CL03C0R7BA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 0.7PF 25V NP0 0201",19500,0,"0.10000",1,1,"Cut Tape (CT)","CL","0.70pF","25V","±0.1pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C0R8BA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1380-1-ND","CL03C0R8BA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 0.8PF 25V NP0 0201",19500,0,"0.10000",1,1,"Cut Tape (CT)","CL","0.80pF","25V","±0.1pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C0R9BA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1382-1-ND","CL03C0R9BA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 0.9PF 25V NP0 0201",19500,0,"0.10000",1,1,"Cut Tape (CT)","CL","0.90pF","25V","±0.1pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C2R7CA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1408-1-ND","CL03C2R7CA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 2.7PF 25V NP0 0201",19500,0,"0.10000",1,1,"Cut Tape (CT)","CL","2.7pF","25V","±0.25pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C060BA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1369-1-ND","CL03C060BA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 6PF 25V NP0 0201",19450,0,"0.10000",1,1,"Cut Tape (CT)","CL","6.0pF","25V","±0.1pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C050CA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1368-1-ND","CL03C050CA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 5PF 25V NP0 0201",19400,0,"0.10000",1,1,"Cut Tape (CT)","CL","5.0pF","25V","±0.25pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C0R4BA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1376-1-ND","CL03C0R4BA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 0.4PF 25V NP0 0201",19400,0,"0.10000",1,1,"Cut Tape (CT)","CL","0.40pF","25V","±0.1pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03B222KP3NNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1349-1-ND","CL03B222KP3NNNC","Samsung Electro-Mechanics America, Inc","CAP CER 2200PF 10V 10% X7R 0201",19370,0,"0.10000",1,1,"Cut Tape (CT)","CL","2200pF","10V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C020BA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1363-1-ND","CL03C020BA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 2PF 25V NP0 0201",19165,0,"0.10000",1,1,"Cut Tape (CT)","CL","2.0pF","25V","±0.1pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C680JA3ANNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1428-1-ND","CL03C680JA3ANNC","Samsung Electro-Mechanics America, Inc","CAP CER 68PF 25V 5% NP0 0201",19040,0,"0.10000",1,1,"Cut Tape (CT)","CL","68pF","25V","±5%","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
